Date,Close,
23/03/2004,0.272368,0.000%
24/03/2004,0.272368,0.000%
25/03/2004,0.272368,0.000%
26/03/2004,0.272331,-0.014%
29/03/2004,0.272368,0.014%
30/03/2004,0.272368,0.000%
31/03/2004,0.272368,0.000%
01/04/2004,0.272368,0.000%
02/04/2004,0.272368,0.000%
05/04/2004,0.272368,0.000%
06/04/2004,0.272368,0.000%
07/04/2004,0.272368,0.000%
08/04/2004,0.272368,0.000%
09/04/2004,0.272368,0.000%
12/04/2004,0.272368,0.000%
13/04/2004,0.272368,0.000%
14/04/2004,0.272368,0.000%
15/04/2004,0.272368,0.000%
16/04/2004,0.272368,0.000%
19/04/2004,0.272346,-0.008%
20/04/2004,0.272368,0.008%
21/04/2004,0.272368,0.000%
22/04/2004,0.272331,-0.014%
23/04/2004,0.272368,0.014%
26/04/2004,0.272368,0.000%
27/04/2004,0.272368,0.000%
28/04/2004,0.272368,0.000%
29/04/2004,0.272368,0.000%
30/04/2004,0.272353,-0.006%
03/05/2004,0.272331,-0.008%
04/05/2004,0.272331,0.000%
05/05/2004,0.272331,0.000%
06/05/2004,0.272368,0.014%
07/05/2004,0.272324,-0.016%
10/05/2004,0.272331,0.003%
11/05/2004,0.272331,0.000%
12/05/2004,0.272331,0.000%
13/05/2004,0.272331,0.000%
14/05/2004,0.272368,0.014%
17/05/2004,0.272368,0.000%
18/05/2004,0.272331,-0.014%
19/05/2004,0.272331,0.000%
20/05/2004,0.272368,0.014%
21/05/2004,0.272331,-0.014%
24/05/2004,0.272331,0.000%
25/05/2004,0.272331,0.000%
26/05/2004,0.272331,0.000%
27/05/2004,0.272331,0.000%
28/05/2004,0.272331,0.000%
31/05/2004,0.272368,0.014%
01/06/2004,0.272331,-0.014%
02/06/2004,0.272331,0.000%
03/06/2004,0.272331,0.000%
04/06/2004,0.272368,0.014%
07/06/2004,0.272331,-0.014%
08/06/2004,0.272331,0.000%
09/06/2004,0.272331,0.000%
10/06/2004,0.272331,0.000%
11/06/2004,0.272331,0.000%
14/06/2004,0.272368,0.014%
15/06/2004,0.272368,0.000%
16/06/2004,0.272331,-0.014%
17/06/2004,0.272331,0.000%
18/06/2004,0.272331,0.000%
21/06/2004,0.272368,0.014%
22/06/2004,0.272331,-0.014%
23/06/2004,0.272331,0.000%
24/06/2004,0.272331,0.000%
25/06/2004,0.272331,0.000%
28/06/2004,0.272368,0.014%
29/06/2004,0.272353,-0.006%
30/06/2004,0.272339,-0.005%
01/07/2004,0.272331,-0.003%
02/07/2004,0.272368,0.014%
05/07/2004,0.272331,-0.014%
06/07/2004,0.272331,0.000%
07/07/2004,0.272368,0.014%
08/07/2004,0.272346,-0.008%
09/07/2004,0.272346,0.000%
12/07/2004,0.272339,-0.003%
13/07/2004,0.272346,0.003%
14/07/2004,0.272339,-0.003%
15/07/2004,0.272331,-0.003%
16/07/2004,0.272339,0.003%
19/07/2004,0.272368,0.011%
20/07/2004,0.272331,-0.014%
21/07/2004,0.272331,0.000%
22/07/2004,0.272331,0.000%
23/07/2004,0.272331,0.000%
26/07/2004,0.272368,0.014%
27/07/2004,0.272331,-0.014%
28/07/2004,0.272346,0.006%
29/07/2004,0.272339,-0.003%
30/07/2004,0.272368,0.011%
02/08/2004,0.272339,-0.011%
03/08/2004,0.272331,-0.003%
04/08/2004,0.272339,0.003%
05/08/2004,0.272331,-0.003%
06/08/2004,0.272368,0.014%
09/08/2004,0.272331,-0.014%
10/08/2004,0.272331,0.000%
11/08/2004,0.272331,0.000%
12/08/2004,0.272331,0.000%
13/08/2004,0.272316,-0.006%
16/08/2004,0.272368,0.019%
17/08/2004,0.272368,0.000%
18/08/2004,0.272368,0.000%
19/08/2004,0.272339,-0.011%
20/08/2004,0.272346,0.003%
23/08/2004,0.272368,0.008%
24/08/2004,0.272361,-0.003%
25/08/2004,0.272368,0.003%
26/08/2004,0.272339,-0.011%
27/08/2004,0.272331,-0.003%
30/08/2004,0.272339,0.003%
31/08/2004,0.272331,-0.003%
01/09/2004,0.272346,0.006%
02/09/2004,0.272346,0.000%
03/09/2004,0.272368,0.008%
06/09/2004,0.272346,-0.008%
07/09/2004,0.272346,0.000%
08/09/2004,0.272331,-0.006%
09/09/2004,0.272331,0.000%
10/09/2004,0.272368,0.014%
13/09/2004,0.272339,-0.011%
14/09/2004,0.272368,0.011%
15/09/2004,0.272331,-0.014%
16/09/2004,0.272346,0.006%
17/09/2004,0.272331,-0.006%
20/09/2004,0.272331,0.000%
21/09/2004,0.272339,0.003%
22/09/2004,0.272339,0.000%
23/09/2004,0.272339,0.000%
24/09/2004,0.272368,0.011%
27/09/2004,0.272368,0.000%
28/09/2004,0.272368,0.000%
29/09/2004,0.272339,-0.011%
30/09/2004,0.272339,0.000%
01/10/2004,0.272331,-0.003%
04/10/2004,0.272339,0.003%
05/10/2004,0.272339,0.000%
06/10/2004,0.272339,0.000%
07/10/2004,0.272339,0.000%
08/10/2004,0.272368,0.011%
11/10/2004,0.272331,-0.014%
12/10/2004,0.272339,0.003%
13/10/2004,0.272339,0.000%
14/10/2004,0.272368,0.011%
15/10/2004,0.272368,0.000%
18/10/2004,0.272331,-0.014%
19/10/2004,0.272331,0.000%
20/10/2004,0.272331,0.000%
21/10/2004,0.272331,0.000%
22/10/2004,0.272331,0.000%
25/10/2004,0.272368,0.014%
26/10/2004,0.272331,-0.014%
27/10/2004,0.272331,0.000%
28/10/2004,0.2723495,0.007%
29/10/2004,0.272368,0.007%
01/11/2004,0.272368,0.000%
02/11/2004,0.272361,-0.003%
03/11/2004,0.272339,-0.008%
04/11/2004,0.272368,0.011%
05/11/2004,0.272368,0.000%
08/11/2004,0.272361,-0.003%
09/11/2004,0.272353,-0.003%
10/11/2004,0.272368,0.006%
11/11/2004,0.272405,0.014%
12/11/2004,0.272361,-0.016%
15/11/2004,0.272368,0.003%
16/11/2004,0.272368,0.000%
17/11/2004,0.272361,-0.003%
18/11/2004,0.272368,0.003%
19/11/2004,0.272361,-0.003%
22/11/2004,0.272294,-0.025%
23/11/2004,0.272294,0.000%
24/11/2004,0.272368,0.027%
25/11/2004,0.272346,-0.008%
26/11/2004,0.272368,0.008%
29/11/2004,0.272368,0.000%
30/11/2004,0.272368,0.000%
01/12/2004,0.272368,0.000%
02/12/2004,0.272368,0.000%
03/12/2004,0.272368,0.000%
06/12/2004,0.272368,0.000%
07/12/2004,0.272368,0.000%
08/12/2004,0.272368,0.000%
09/12/2004,0.272368,0.000%
10/12/2004,0.272368,0.000%
13/12/2004,0.272368,0.000%
14/12/2004,0.272368,0.000%
15/12/2004,0.272368,0.000%
16/12/2004,0.272368,0.000%
17/12/2004,0.272346,-0.008%
20/12/2004,0.272368,0.008%
21/12/2004,0.272368,0.000%
22/12/2004,0.272287,-0.030%
23/12/2004,0.272368,0.030%
24/12/2004,0.272368,0.000%
27/12/2004,0.272368,0.000%
28/12/2004,0.272368,0.000%
29/12/2004,0.272368,0.000%
30/12/2004,0.272368,0.000%
31/12/2004,0.272368,0.000%
03/01/2005,0.272368,0.000%
04/01/2005,0.272405,0.014%
05/01/2005,0.272405,0.000%
06/01/2005,0.272405,0.000%
07/01/2005,0.272368,-0.014%
10/01/2005,0.272405,0.014%
11/01/2005,0.272405,0.000%
12/01/2005,0.272405,0.000%
13/01/2005,0.272405,0.000%
14/01/2005,0.272287,-0.043%
17/01/2005,0.272405,0.043%
18/01/2005,0.272294,-0.041%
19/01/2005,0.272405,0.041%
20/01/2005,0.272405,0.000%
21/01/2005,0.272309,-0.035%
24/01/2005,0.272405,0.035%
25/01/2005,0.272405,0.000%
26/01/2005,0.272405,0.000%
27/01/2005,0.272405,0.000%
28/01/2005,0.272272,-0.049%
31/01/2005,0.272405,0.049%
01/02/2005,0.272405,0.000%
02/02/2005,0.272405,0.000%
03/02/2005,0.272405,0.000%
04/02/2005,0.272272,-0.049%
07/02/2005,0.272405,0.049%
08/02/2005,0.272264,-0.052%
09/02/2005,0.272264,0.000%
10/02/2005,0.272405,0.052%
11/02/2005,0.272264,-0.052%
14/02/2005,0.272405,0.052%
15/02/2005,0.272405,0.000%
16/02/2005,0.272405,0.000%
17/02/2005,0.272405,0.000%
18/02/2005,0.272264,-0.052%
21/02/2005,0.272405,0.052%
22/02/2005,0.272405,0.000%
23/02/2005,0.272405,0.000%
24/02/2005,0.272405,0.000%
25/02/2005,0.272339,-0.024%
28/02/2005,0.272405,0.024%
01/03/2005,0.272405,0.000%
02/03/2005,0.272405,0.000%
03/03/2005,0.272405,0.000%
04/03/2005,0.272339,-0.024%
07/03/2005,0.272339,0.000%
08/03/2005,0.272405,0.024%
09/03/2005,0.272405,0.000%
10/03/2005,0.272405,0.000%
11/03/2005,0.272339,-0.024%
14/03/2005,0.272405,0.024%
15/03/2005,0.272405,0.000%
16/03/2005,0.272405,0.000%
17/03/2005,0.272346,-0.022%
18/03/2005,0.272279,-0.025%
21/03/2005,0.272405,0.046%
22/03/2005,0.272405,0.000%
23/03/2005,0.272272,-0.049%
24/03/2005,0.272339,0.025%
25/03/2005,0.272272,-0.025%
28/03/2005,0.272279,0.003%
29/03/2005,0.272339,0.022%
30/03/2005,0.272339,0.000%
31/03/2005,0.272272,-0.025%
01/04/2005,0.272264,-0.003%
04/04/2005,0.272346,0.030%
05/04/2005,0.272339,-0.003%
06/04/2005,0.272405,0.024%
07/04/2005,0.272353,-0.019%
08/04/2005,0.272272,-0.030%
11/04/2005,0.272361,0.033%
12/04/2005,0.272361,0.000%
13/04/2005,0.272346,-0.006%
14/04/2005,0.272353,0.003%
15/04/2005,0.272279,-0.027%
18/04/2005,0.272368,0.033%
19/04/2005,0.272368,0.000%
20/04/2005,0.272368,0.000%
21/04/2005,0.272368,0.000%
22/04/2005,0.272272,-0.035%
25/04/2005,0.272346,0.027%
26/04/2005,0.272339,-0.003%
27/04/2005,0.272346,0.003%
28/04/2005,0.272346,0.000%
29/04/2005,0.272272,-0.027%
02/05/2005,0.272405,0.049%
03/05/2005,0.272272,-0.049%
04/05/2005,0.272405,0.049%
05/05/2005,0.272279,-0.046%
06/05/2005,0.272272,-0.003%
09/05/2005,0.272272,0.000%
10/05/2005,0.272346,0.027%
11/05/2005,0.272339,-0.003%
12/05/2005,0.272346,0.003%
13/05/2005,0.272272,-0.027%
16/05/2005,0.272301,0.011%
17/05/2005,0.272368,0.025%
18/05/2005,0.272368,0.000%
19/05/2005,0.272368,0.000%
20/05/2005,0.272272,-0.035%
23/05/2005,0.272346,0.027%
24/05/2005,0.272361,0.006%
25/05/2005,0.272368,0.003%
26/05/2005,0.272368,0.000%
27/05/2005,0.272272,-0.035%
30/05/2005,0.272339,0.025%
31/05/2005,0.272368,0.011%
01/06/2005,0.272368,0.000%
02/06/2005,0.272368,0.000%
03/06/2005,0.272272,-0.035%
06/06/2005,0.272368,0.035%
07/06/2005,0.272368,0.000%
08/06/2005,0.272368,0.000%
09/06/2005,0.272368,0.000%
10/06/2005,0.272272,-0.035%
13/06/2005,0.272361,0.033%
14/06/2005,0.272368,0.003%
15/06/2005,0.272368,0.000%
16/06/2005,0.272353,-0.006%
17/06/2005,0.272272,-0.030%
20/06/2005,0.272353,0.030%
21/06/2005,0.272353,0.000%
22/06/2005,0.272353,0.000%
23/06/2005,0.272361,0.003%
24/06/2005,0.272272,-0.033%
27/06/2005,0.272353,0.030%
28/06/2005,0.272353,0.000%
29/06/2005,0.272361,0.003%
30/06/2005,0.272353,-0.003%
01/07/2005,0.272272,-0.030%
04/07/2005,0.272361,0.033%
05/07/2005,0.272361,0.000%
06/07/2005,0.272361,0.000%
07/07/2005,0.272361,0.000%
08/07/2005,0.272272,-0.033%
11/07/2005,0.272361,0.033%
12/07/2005,0.272353,-0.003%
13/07/2005,0.272279,-0.027%
14/07/2005,0.272279,0.000%
15/07/2005,0.272272,-0.003%
18/07/2005,0.272272,0.000%
19/07/2005,0.272272,0.000%
20/07/2005,0.272361,0.033%
21/07/2005,0.272353,-0.003%
22/07/2005,0.272279,-0.027%
25/07/2005,0.272331,0.019%
26/07/2005,0.272331,0.000%
27/07/2005,0.272331,0.000%
28/07/2005,0.272405,0.027%
29/07/2005,0.272279,-0.046%
01/08/2005,0.272405,0.046%
02/08/2005,0.272405,0.000%
03/08/2005,0.272376,-0.011%
04/08/2005,0.272272,-0.038%
05/08/2005,0.272279,0.003%
08/08/2005,0.272272,-0.003%
09/08/2005,0.27248,0.076%
10/08/2005,0.272368,-0.041%
11/08/2005,0.272279,-0.033%
12/08/2005,0.272279,0.000%
15/08/2005,0.272368,0.033%
16/08/2005,0.272383,0.006%
17/08/2005,0.272368,-0.006%
18/08/2005,0.27248,0.041%
19/08/2005,0.272272,-0.076%
22/08/2005,0.272272,0.000%
23/08/2005,0.272368,0.035%
24/08/2005,0.272279,-0.033%
25/08/2005,0.272346,0.025%
26/08/2005,0.272301,-0.017%
29/08/2005,0.272368,0.025%
30/08/2005,0.272346,-0.008%
31/08/2005,0.272272,-0.027%
01/09/2005,0.272405,0.049%
02/09/2005,0.272279,-0.046%
05/09/2005,0.272346,0.025%
06/09/2005,0.272353,0.003%
07/09/2005,0.272361,0.003%
08/09/2005,0.272361,0.000%
09/09/2005,0.272272,-0.033%
12/09/2005,0.272353,0.030%
13/09/2005,0.272279,-0.027%
14/09/2005,0.272353,0.027%
15/09/2005,0.272405,0.019%
16/09/2005,0.272279,-0.046%
19/09/2005,0.272353,0.027%
20/09/2005,0.272353,0.000%
21/09/2005,0.272379,0.010%
22/09/2005,0.272405,0.010%
23/09/2005,0.272287,-0.043%
26/09/2005,0.272405,0.043%
27/09/2005,0.272405,0.000%
28/09/2005,0.272339,-0.024%
29/09/2005,0.272428,0.033%
30/09/2005,0.272346,-0.030%
03/10/2005,0.272465,0.044%
04/10/2005,0.272413,-0.019%
05/10/2005,0.272346,-0.025%
06/10/2005,0.272346,0.000%
07/10/2005,0.272272,-0.027%
10/10/2005,0.272398,0.046%
11/10/2005,0.272368,-0.011%
12/10/2005,0.272368,0.000%
13/10/2005,0.272368,0.000%
14/10/2005,0.272361,-0.003%
17/10/2005,0.272368,0.003%
18/10/2005,0.272442,0.027%
19/10/2005,0.27239,-0.019%
20/10/2005,0.272361,-0.011%
21/10/2005,0.272272,-0.033%
24/10/2005,0.272361,0.033%
25/10/2005,0.272368,0.003%
26/10/2005,0.272368,0.000%
27/10/2005,0.272346,-0.008%
28/10/2005,0.272294,-0.019%
31/10/2005,0.272324,0.011%
01/11/2005,0.272368,0.016%
02/11/2005,0.272346,-0.008%
03/11/2005,0.272264,-0.030%
04/11/2005,0.272272,0.003%
07/11/2005,0.272346,0.027%
08/11/2005,0.272279,-0.025%
09/11/2005,0.272353,0.027%
10/11/2005,0.272264,-0.033%
11/11/2005,0.272324,0.022%
14/11/2005,0.272346,0.008%
15/11/2005,0.272368,0.008%
16/11/2005,0.272346,-0.008%
17/11/2005,0.272272,-0.027%
18/11/2005,0.272272,0.000%
21/11/2005,0.272368,0.035%
22/11/2005,0.272346,-0.008%
23/11/2005,0.272368,0.008%
24/11/2005,0.272346,-0.008%
25/11/2005,0.272264,-0.030%
28/11/2005,0.272368,0.038%
29/11/2005,0.272353,-0.006%
30/11/2005,0.272353,0.000%
01/12/2005,0.272368,0.006%
02/12/2005,0.272264,-0.038%
05/12/2005,0.272353,0.033%
06/12/2005,0.272368,0.006%
07/12/2005,0.272264,-0.038%
08/12/2005,0.272368,0.038%
09/12/2005,0.272264,-0.038%
12/12/2005,0.272368,0.038%
13/12/2005,0.272353,-0.006%
14/12/2005,0.272353,0.000%
15/12/2005,0.272346,-0.003%
16/12/2005,0.272279,-0.025%
19/12/2005,0.272361,0.030%
20/12/2005,0.272346,-0.006%
21/12/2005,0.272361,0.006%
22/12/2005,0.272368,0.003%
23/12/2005,0.272264,-0.038%
26/12/2005,0.272331,0.025%
27/12/2005,0.272346,0.006%
28/12/2005,0.272361,0.006%
29/12/2005,0.272272,-0.033%
30/12/2005,0.272272,0.000%
02/01/2006,0.272331,0.022%
03/01/2006,0.272346,0.006%
04/01/2006,0.272353,0.003%
05/01/2006,0.272353,0.000%
06/01/2006,0.272272,-0.030%
09/01/2006,0.272346,0.027%
10/01/2006,0.272346,0.000%
11/01/2006,0.272264,-0.030%
12/01/2006,0.272361,0.036%
13/01/2006,0.272272,-0.033%
16/01/2006,0.272353,0.030%
17/01/2006,0.272361,0.003%
18/01/2006,0.272361,0.000%
19/01/2006,0.272353,-0.003%
20/01/2006,0.272272,-0.030%
23/01/2006,0.272361,0.033%
24/01/2006,0.272346,-0.006%
25/01/2006,0.272346,0.000%
26/01/2006,0.272272,-0.027%
27/01/2006,0.272331,0.022%
30/01/2006,0.272346,0.006%
31/01/2006,0.272346,0.000%
01/02/2006,0.272368,0.008%
02/02/2006,0.272346,-0.008%
03/02/2006,0.272264,-0.030%
06/02/2006,0.272272,0.003%
07/02/2006,0.272346,0.027%
08/02/2006,0.272264,-0.030%
09/02/2006,0.272346,0.030%
10/02/2006,0.272264,-0.030%
13/02/2006,0.272264,0.000%
14/02/2006,0.272346,0.030%
15/02/2006,0.272272,-0.027%
16/02/2006,0.272346,0.027%
17/02/2006,0.272264,-0.030%
20/02/2006,0.272264,0.000%
21/02/2006,0.272339,0.028%
22/02/2006,0.272272,-0.025%
23/02/2006,0.272272,0.000%
24/02/2006,0.272272,0.000%
27/02/2006,0.272346,0.027%
28/02/2006,0.272346,0.000%
01/03/2006,0.272368,0.008%
02/03/2006,0.272264,-0.038%
03/03/2006,0.272272,0.003%
06/03/2006,0.272353,0.030%
07/03/2006,0.272368,0.006%
08/03/2006,0.272287,-0.030%
09/03/2006,0.272368,0.030%
10/03/2006,0.272272,-0.035%
13/03/2006,0.272368,0.035%
14/03/2006,0.272353,-0.006%
15/03/2006,0.272353,0.000%
16/03/2006,0.272353,0.000%
17/03/2006,0.272361,0.003%
20/03/2006,0.272368,0.003%
21/03/2006,0.272405,0.014%
22/03/2006,0.272353,-0.019%
23/03/2006,0.272368,0.006%
24/03/2006,0.272368,0.000%
27/03/2006,0.272272,-0.035%
28/03/2006,0.272405,0.049%
29/03/2006,0.272368,-0.014%
30/03/2006,0.272405,0.014%
31/03/2006,0.272353,-0.019%
03/04/2006,0.272368,0.006%
04/04/2006,0.272368,0.000%
05/04/2006,0.272324,-0.016%
06/04/2006,0.272368,0.016%
07/04/2006,0.272272,-0.035%
10/04/2006,0.272368,0.035%
11/04/2006,0.272361,-0.003%
12/04/2006,0.272368,0.003%
13/04/2006,0.272368,0.000%
14/04/2006,0.272346,-0.008%
17/04/2006,0.272368,0.008%
18/04/2006,0.272368,0.000%
19/04/2006,0.272368,0.000%
20/04/2006,0.272368,0.000%
21/04/2006,0.272272,-0.035%
24/04/2006,0.272368,0.035%
25/04/2006,0.272331,-0.014%
26/04/2006,0.272368,0.014%
27/04/2006,0.272368,0.000%
28/04/2006,0.272279,-0.033%
01/05/2006,0.272331,0.019%
02/05/2006,0.272368,0.014%
03/05/2006,0.272346,-0.008%
04/05/2006,0.272368,0.008%
05/05/2006,0.272279,-0.033%
08/05/2006,0.272339,0.022%
09/05/2006,0.272272,-0.025%
10/05/2006,0.271533,-0.272%
11/05/2006,0.272346,0.299%
12/05/2006,0.272346,0.000%
15/05/2006,0.272361,0.006%
16/05/2006,0.272346,-0.006%
17/05/2006,0.272346,0.000%
18/05/2006,0.272361,0.006%
19/05/2006,0.272361,0.000%
22/05/2006,0.27242,0.022%
23/05/2006,0.272435,0.006%
24/05/2006,0.272383,-0.019%
25/05/2006,0.272383,0.000%
26/05/2006,0.272383,0.000%
29/05/2006,0.272331,-0.019%
30/05/2006,0.272376,0.017%
31/05/2006,0.27239,0.005%
01/06/2006,0.272376,-0.005%
02/06/2006,0.272331,-0.017%
05/06/2006,0.272368,0.014%
06/06/2006,0.272324,-0.016%
07/06/2006,0.272339,0.006%
08/06/2006,0.272405,0.024%
09/06/2006,0.272376,-0.011%
12/06/2006,0.272346,-0.011%
13/06/2006,0.272376,0.011%
14/06/2006,0.272361,-0.006%
15/06/2006,0.272368,0.003%
16/06/2006,0.272361,-0.003%
19/06/2006,0.272361,0.000%
20/06/2006,0.272517,0.057%
21/06/2006,0.272376,-0.052%
22/06/2006,0.272376,0.000%
23/06/2006,0.272376,0.000%
26/06/2006,0.272368,-0.003%
27/06/2006,0.272383,0.006%
28/06/2006,0.272376,-0.003%
29/06/2006,0.272376,0.000%
30/06/2006,0.272376,0.000%
03/07/2006,0.272383,0.003%
04/07/2006,0.272346,-0.014%
05/07/2006,0.272331,-0.006%
06/07/2006,0.272324,-0.003%
07/07/2006,0.272331,0.003%
10/07/2006,0.272324,-0.003%
11/07/2006,0.272331,0.003%
12/07/2006,0.272368,0.014%
13/07/2006,0.272368,0.000%
14/07/2006,0.272324,-0.016%
17/07/2006,0.272368,0.016%
18/07/2006,0.272368,0.000%
19/07/2006,0.272324,-0.016%
20/07/2006,0.272368,0.016%
21/07/2006,0.272331,-0.014%
24/07/2006,0.272353,0.008%
25/07/2006,0.272368,0.006%
26/07/2006,0.272346,-0.008%
27/07/2006,0.272324,-0.008%
28/07/2006,0.272324,0.000%
31/07/2006,0.272368,0.016%
01/08/2006,0.272368,0.000%
02/08/2006,0.272331,-0.014%
03/08/2006,0.272368,0.014%
04/08/2006,0.272331,-0.014%
07/08/2006,0.272368,0.014%
08/08/2006,0.272331,-0.014%
09/08/2006,0.272368,0.014%
10/08/2006,0.272368,0.000%
11/08/2006,0.272324,-0.016%
14/08/2006,0.272368,0.016%
15/08/2006,0.272368,0.000%
16/08/2006,0.272368,0.000%
17/08/2006,0.272368,0.000%
18/08/2006,0.272272,-0.035%
21/08/2006,0.272272,0.000%
22/08/2006,0.272272,0.000%
23/08/2006,0.272324,0.019%
24/08/2006,0.272331,0.003%
25/08/2006,0.272272,-0.022%
28/08/2006,0.272279,0.003%
29/08/2006,0.272279,0.000%
30/08/2006,0.272279,0.000%
31/08/2006,0.272279,0.000%
01/09/2006,0.272339,0.022%
04/09/2006,0.272331,-0.003%
05/09/2006,0.272272,-0.022%
06/09/2006,0.272272,0.000%
07/09/2006,0.272331,0.022%
08/09/2006,0.272279,-0.019%
11/09/2006,0.272339,0.022%
12/09/2006,0.272339,0.000%
13/09/2006,0.272339,0.000%
14/09/2006,0.272339,0.000%
15/09/2006,0.272331,-0.003%
18/09/2006,0.272339,0.003%
19/09/2006,0.272331,-0.003%
20/09/2006,0.272339,0.003%
21/09/2006,0.272339,0.000%
22/09/2006,0.272339,0.000%
25/09/2006,0.272331,-0.003%
26/09/2006,0.272331,0.000%
27/09/2006,0.272339,0.003%
28/09/2006,0.272339,0.000%
29/09/2006,0.272339,0.000%
02/10/2006,0.272331,-0.003%
03/10/2006,0.272331,0.000%
04/10/2006,0.272339,0.003%
05/10/2006,0.272339,0.000%
06/10/2006,0.272331,-0.003%
09/10/2006,0.272331,0.000%
10/10/2006,0.272428,0.036%
11/10/2006,0.27245,0.008%
12/10/2006,0.272413,-0.014%
13/10/2006,0.272405,-0.003%
16/10/2006,0.272331,-0.027%
17/10/2006,0.272331,0.000%
18/10/2006,0.272331,0.000%
19/10/2006,0.272331,0.000%
20/10/2006,0.272331,0.000%
23/10/2006,0.272339,0.003%
24/10/2006,0.272339,0.000%
25/10/2006,0.272339,0.000%
26/10/2006,0.272331,-0.003%
27/10/2006,0.272331,0.000%
30/10/2006,0.272331,0.000%
31/10/2006,0.272331,0.000%
01/11/2006,0.272331,0.000%
02/11/2006,0.27245,0.044%
03/11/2006,0.272324,-0.046%
06/11/2006,0.272324,0.000%
07/11/2006,0.272324,0.000%
08/11/2006,0.272324,0.000%
09/11/2006,0.272324,0.000%
10/11/2006,0.272324,0.000%
13/11/2006,0.272331,0.003%
14/11/2006,0.272353,0.008%
15/11/2006,0.272324,-0.011%
16/11/2006,0.272331,0.003%
17/11/2006,0.272324,-0.003%
20/11/2006,0.272324,0.000%
21/11/2006,0.272324,0.000%
22/11/2006,0.272324,0.000%
23/11/2006,0.272331,0.003%
24/11/2006,0.272331,0.000%
27/11/2006,0.272435,0.038%
28/11/2006,0.272331,-0.038%
29/11/2006,0.272346,0.006%
30/11/2006,0.272346,0.000%
01/12/2006,0.272353,0.003%
04/12/2006,0.272339,-0.005%
05/12/2006,0.272353,0.005%
06/12/2006,0.272346,-0.003%
07/12/2006,0.272383,0.014%
08/12/2006,0.272472,0.033%
11/12/2006,0.27242,-0.019%
12/12/2006,0.27245,0.011%
13/12/2006,0.272346,-0.038%
14/12/2006,0.272346,0.000%
15/12/2006,0.272346,0.000%
18/12/2006,0.272346,0.000%
19/12/2006,0.272346,0.000%
20/12/2006,0.272346,0.000%
21/12/2006,0.272346,0.000%
22/12/2006,0.272346,0.000%
25/12/2006,0.272346,0.000%
26/12/2006,0.272272,-0.027%
27/12/2006,0.272346,0.027%
28/12/2006,0.272346,0.000%
29/12/2006,0.272339,-0.003%
01/01/2007,0.272346,0.003%
02/01/2007,0.272346,0.000%
03/01/2007,0.272339,-0.003%
04/01/2007,0.272346,0.003%
05/01/2007,0.272339,-0.003%
08/01/2007,0.272346,0.003%
09/01/2007,0.272346,0.000%
10/01/2007,0.272346,0.000%
11/01/2007,0.272339,-0.003%
12/01/2007,0.272346,0.003%
15/01/2007,0.272346,0.000%
16/01/2007,0.272339,-0.003%
17/01/2007,0.272346,0.003%
18/01/2007,0.272316,-0.011%
19/01/2007,0.272339,0.008%
22/01/2007,0.272346,0.003%
23/01/2007,0.272339,-0.003%
24/01/2007,0.272339,0.000%
25/01/2007,0.272346,0.003%
26/01/2007,0.272339,-0.003%
29/01/2007,0.272346,0.003%
30/01/2007,0.272346,0.000%
31/01/2007,0.272346,0.000%
01/02/2007,0.272353,0.003%
02/02/2007,0.272353,0.000%
05/02/2007,0.272353,0.000%
06/02/2007,0.272346,-0.003%
07/02/2007,0.272346,0.000%
08/02/2007,0.272346,0.000%
09/02/2007,0.272361,0.006%
12/02/2007,0.272353,-0.003%
13/02/2007,0.272353,0.000%
14/02/2007,0.272339,-0.005%
15/02/2007,0.27248,0.052%
16/02/2007,0.272324,-0.057%
19/02/2007,0.272376,0.019%
20/02/2007,0.27239,0.005%
21/02/2007,0.27239,0.000%
22/02/2007,0.272324,-0.024%
23/02/2007,0.272294,-0.011%
26/02/2007,0.272383,0.033%
27/02/2007,0.272398,0.006%
28/02/2007,0.272339,-0.022%
01/03/2007,0.272339,0.000%
02/03/2007,0.27242,0.030%
05/03/2007,0.272405,-0.006%
06/03/2007,0.272405,0.000%
07/03/2007,0.272405,0.000%
08/03/2007,0.272405,0.000%
09/03/2007,0.272413,0.003%
12/03/2007,0.272413,0.000%
13/03/2007,0.272405,-0.003%
14/03/2007,0.272413,0.003%
15/03/2007,0.272405,-0.003%
16/03/2007,0.272405,0.000%
19/03/2007,0.272405,0.000%
20/03/2007,0.272413,0.003%
21/03/2007,0.272405,-0.003%
22/03/2007,0.272405,0.000%
23/03/2007,0.272413,0.003%
26/03/2007,0.272413,0.000%
27/03/2007,0.272405,-0.003%
28/03/2007,0.272413,0.003%
29/03/2007,0.272405,-0.003%
30/03/2007,0.272405,0.000%
02/04/2007,0.27242,0.006%
03/04/2007,0.272383,-0.014%
04/04/2007,0.272376,-0.003%
05/04/2007,0.272465,0.033%
06/04/2007,0.272465,0.000%
09/04/2007,0.272405,-0.022%
10/04/2007,0.27242,0.006%
11/04/2007,0.27242,0.000%
12/04/2007,0.27242,0.000%
13/04/2007,0.27242,0.000%
16/04/2007,0.27239,-0.011%
17/04/2007,0.272383,-0.003%
18/04/2007,0.272361,-0.008%
19/04/2007,0.272368,0.003%
20/04/2007,0.272368,0.000%
23/04/2007,0.272331,-0.014%
24/04/2007,0.272339,0.003%
25/04/2007,0.272339,0.000%
